Time,Year,RegionName,Cases,Population,Incidence
2017,2017,Netherlands,954.0,17081507.0,8.72654268
2017,2017,Norway,992.0,5258317.0,18.86535178
2017,2017,Poland,8921.0,37972964.0,23.49303046
2017,2017,Portugal,462.0,10344478.0,4.46615092
2017,2017,Romania,1154.0,19643949.0,5.87458254
2017,2017,Slovakia,5789.0,5435343.0,106.50661788
2017,2017,Slovenia,275.0,2065895.0,13.31142192
2017,2017,Spain,9426.0,46497393.0,
2017,2017,Sweden,2280.0,9995153.0,22.81105651
2017,2017,United Kingdom,10105.0,65844142.0,15.3468474
2018,2018,Austria,1538.0,8822267.0,17.43316088
2018,2018,Belgium,2958.0,11398589.0,25.95058037
2018,2018,Bulgaria,586.0,6757418.0,8.67195132
2018,2018,Croatia,1323.0,4014341.0,32.95684148
2018,2018,Cyprus,44.0,878601.0,5.00796152
2018,2018,Czechia,10901.0,10610055.0,102.74216297
2018,2018,Denmark,1168.0,5781190.0,20.20345292
2018,2018,Estonia,314.0,1319133.0,23.80351336
2018,2018,Finland,1431.0,5513130.0,25.95621724
2018,2018,France,8936.0,67026224.0,27.77519835
2018,2018,Germany,13293.0,82792351.0,16.05583105
2018,2018,Greece,640.0,10741165.0,5.95838533
2018,2018,Hungary,4161.0,9713655.0,42.83660475
2018,2018,Iceland,63.0,348450.0,18.08006887
2018,2018,Ireland,352.0,4855733.0,7.24916299
2018,2018,Italy,3635.0,59937769.0,6.06462345
2018,2018,Latvia,409.0,1934379.0,21.14373656
2018,2018,Liechtenstein,,38114.0,
2018,2018,Lithuania,779.0,2826200.0,27.56351284
2018,2018,Luxembourg,135.0,602005.0,22.42506291
2018,2018,Malta,116.0,474837.0,24.42943578
2018,2018,Netherlands,1061.0,17181084.0,9.64905648
2018,2018,Norway,961.0,5295619.0,18.14707591
2018,2018,Poland,9064.0,37976687.0,23.86727415
2018,2018,Portugal,302.0,10335770.0,2.92189164
2018,2018,Romania,1410.0,19533481.0,7.21837546
2018,2018,Slovakia,6791.0,5443120.0,124.76300357
2018,2018,Slovenia,274.0,2066880.0,13.25669608
2018,2018,Spain,8730.0,46645070.0,
2018,2018,Sweden,2041.0,10120242.0,20.16750192
2018,2018,United Kingdom,9466.0,66273576.0,14.283219
2019,2019,Austria,1866.0,8858775.0,21.0638604
2019,2019,Belgium,2527.0,11455519.0,22.05923625
2019,2019,Bulgaria,594.0,6664177.0,8.91332868
2019,2019,Croatia,1308.0,3968676.0,32.95809484
2019,2019,Cyprus,62.0,890194.0,6.96477397
2019,2019,Czechia,13009.0,10649800.0,122.15252868
2019,2019,Denmark,1119.0,5806081.0,19.27289681
2019,2019,Estonia,150.0,1324820.0,11.32229283
2019,2019,Finland,1175.0,5517919.0,21.29425966
2019,2019,France,8935.0,67290471.0,27.66303022
2019,2019,Germany,13494.0,83019213.0,16.2540688
2019,2019,Greece,643.0,10724599.0,5.99556216
2019,2019,Hungary,4452.0,9700272.0,45.89562024
2019,2019,Iceland,50.0,356991.0,14.00595533
2019,2019,Ireland,347.0,4940311.0,7.0238493
2019,2019,Italy,3256.0,59816673.0,5.44329839
2019,2019,Latvia,438.0,1919968.0,22.81288021
2019,2019,Liechtenstein,,38378.0,
2019,2019,Lithuania,736.0,2812200.0,26.17168053
2019,2019,Luxembourg,131.0,613894.0,21.33918885
2019,2019,Malta,131.0,492968.0,26.57373298
2019,2019,Netherlands,1197.0,17282163.0,10.82221305
2019,2019,Norway,1092.0,5328212.0,20.49468001
2019,2019,Poland,8373.0,37972812.0,22.04998671
2019,2019,Portugal,432.0,10333496.0,4.18057935
2019,2019,Romania,1383.0,19414458.0,7.12355709
2019,2019,Slovakia,4992.0,5450421.0,91.58925521
2019,2019,Slovenia,362.0,2080908.0,17.39625202
2019,2019,Spain,5087.0,46918951.0,
2019,2019,Sweden,1990.0,10230185.0,19.45223864
2019,2019,United Kingdom,9718.0,66647112.0,14.58127698
2020,2020,Austria,817.0,8901064.0,9.17867796
2020,2020,Belgium,1595.0,11522440.0,13.84255418
2020,2020,Bulgaria,187.0,6569275.0,2.84658504
2020,2020,Croatia,786.0,3933511.0,19.98214826
2020,2020,Cyprus,70.0,902429.0,7.75684292
2020,2020,Czechia,10516.0,10693939.0,98.33607616
2020,2020,Denmark,614.0,5822763.0,10.5448221
2020,2020,Estonia,91.0,1328976.0,6.84737722
2020,2020,Finland,516.0,5525292.0,9.33887295
2020,2020,France,7071.0,67473651.0,21.83259654
2020,2020,Germany,8664.0,83166711.0,10.41762971
2020,2020,Greece,381.0,10718565.0,3.5545803
2020,2020,Hungary,2964.0,9689376.0,30.59020518
2020,2020,Iceland,32.0,364134.0,8.78797365
2020,2020,Ireland,214.0,5012600.0,4.26924151
2020,2020,Italy,2713.0,59641488.0,4.54884693
2020,2020,Latvia,296.0,1907675.0,15.5162698
2020,2020,Liechtenstein,,38747.0,
2020,2020,Lithuania,419.0,2809977.0,14.91115407
2020,2020,Luxembourg,93.0,626108.0,14.85366741
2020,2020,Malta,176.0,514855.0,34.18438201
2020,2020,Netherlands,695.0,17407585.0,6.23830071
2020,2020,Norway,441.0,5367580.0,8.21599305
2020,2020,Poland,5192.0,37958138.0,13.67822626
2020,2020,Portugal,262.0,10375395.0,2.52520506
2020,2020,Romania,408.0,19328838.0,2.11083563
2020,2020,Slovakia,3385.0,5457873.0,62.02049772
2020,2020,Slovenia,214.0,2095861.0,10.21060079
2020,2020,Spain,3526.0,47318050.0,
2020,2020,Sweden,825.0,10327589.0,7.98831169
2020,2020,United Kingdom,,67025542.0,
2021,2021,Austria,993.0,8932664.0,11.11650455
2021,2021,Belgium,2084.0,11554767.0,18.03584615
2021,2021,Bulgaria,241.0,6532117.0,3.68946239
2021,2021,Croatia,593.0,3893026.0,15.2323668
2021,2021,Cyprus,41.0,914476.0,4.5758571
2021,2021,Czechia,9894.0,10494836.0,94.27493674
2021,2021,Denmark,692.0,5840045.0,11.84922376
2021,2021,Estonia,112.0,1330068.0,8.4206221
2021,2021,Finland,474.0,5533793.0,8.5655535
2021,2021,France,9315.0,67728568.0,28.6529755
2021,2021,Germany,8144.0,83155031.0,9.79375499
2021,2021,Greece,284.0,10678632.0,2.65951668
2021,2021,Hungary,3298.0,9651461.0,34.17099235
2021,2021,Iceland,53.0,368792.0,14.37124449
2021,2021,Ireland,173.0,5066893.0,3.41432116
2021,2021,Italy,3768.0,59236213.0,6.36097381
2021,2021,Latvia,218.0,1893223.0,11.51475552
2021,2021,Liechtenstein,7.0,39055.0,17.9234413
2021,2021,Lithuania,281.0,2810761.0,9.99729254
2021,2021,Luxembourg,133.0,634730.0,20.95379137
2021,2021,Malta,249.0,516125.0,48.2441269
2021,2021,Netherlands,862.0,17475415.0,7.70725616
2021,2021,Norway,389.0,5391369.0,7.21523605
2021,2021,Poland,7708.0,37073357.0,20.79121132
2021,2021,Portugal,361.0,10394297.0,3.47305835
2021,2021,Romania,518.0,19201662.0,2.69768314
2021,2021,Slovakia,4439.0,5459781.0,81.30362737
2021,2021,Slovenia,185.0,2108977.0,8.77202548
